Product_Category,Product_Price,Order_Quantity,Return_Status,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,Total_Value,Discount_Percentage,Price_Category,Age_Group,Order_Month,Order_Weekday,Is_Weekend
2,196.11,2,0,29,0,38,2,0,47.97,392.22,24.4607618173474,1,1,9,0,0
4,144.44,2,0,70,1,5,2,1,33.41,288.88,23.1307117142066,0,3,1,6,1
4,14.49,2,0,49,0,27,3,2,16.45,28.98,113.526570048309,0,2,10,1,0
4,289.17,5,1,45,0,8,0,0,12.87,1445.85,4.45066915655151,1,2,11,2,0
2,442.06,2,0,21,0,47,1,0,4.42,884.12,0.999864271818305,2,0,7,4,0
0,92.63,3,0,42,1,38,2,0,14.96,277.89,16.1502752887833,0,2,1,6,1
3,20.08,3,0,25,0,70,1,2,12.39,60.24,61.703187250996,0,0,8,5,1
1,396.16,1,0,45,0,57,0,1,1.66,396.16,0.419022617124394,2,2,11,2,0
2,271.68,1,1,23,0,59,2,1,22.55,271.68,8.30020612485277,1,0,10,0,0
1,382.22,3,1,45,1,25,0,1,47.5,1146.66,12.4273978337083,2,2,4,4,0
4,257.36,5,1,39,1,54,3,0,32.98,1286.8,12.8147342244327,1,1,2,3,0
3,97.12,2,0,50,1,43,0,0,28.77,194.24,29.6231466227348,0,2,3,2,0
1,29.45,2,0,46,1,69,3,1,5.96,58.9,20.2376910016978,0,2,3,4,0
1,123.51,2,0,34,0,0,3,2,42.85,247.02,34.693547081208,0,1,7,3,0
2,245.76,1,0,63,0,9,2,1,9.81,245.76,3.99169921875,1,3,10,4,0
4,52.45,1,0,37,1,2,0,2,10.93,52.45,20.838894184938,0,1,4,0,0
4,85.32,1,0,27,0,78,0,1,0.17,85.32,0.199249882794187,0,1,6,1,0
2,239.75,1,0,62,1,23,3,0,5.09,239.75,2.12304483837331,1,3,4,1,0
4,157.69,1,0,63,1,84,2,1,44.97,157.69,28.5179783118777,0,3,3,2,0
3,86.81,5,0,70,1,56,1,2,3.37,434.05,3.88204123948854,0,3,7,5,1
2,237.61,5,0,32,0,87,1,2,6.12,1188.05,2.5756491730146,1,1,7,0,0
4,157.45,5,1,48,1,45,2,2,44.32,787.25,28.1486186090823,0,2,2,5,1
2,91.5,5,0,24,0,82,0,0,20.05,457.5,21.9125683060109,0,0,11,4,0
2,49.7,2,0,18,0,94,2,0,31.26,99.4,62.897384305835,0,0,9,0,0
3,294.89,2,0,44,0,49,0,1,26.62,589.78,9.02709484892672,1,2,8,6,1
2,84.2,2,0,36,1,80,3,0,11.5,168.4,13.6579572446556,0,1,10,2,0
2,422.42,5,1,37,1,0,0,1,1.15,2112.1,0.272240897684769,2,1,5,6,1
1,497.62,3,1,23,1,12,3,0,39.19,1492.86,7.87548731964149,2,0,5,0,0
3,130.2,4,0,70,1,60,3,1,19.29,520.8,14.815668202765,0,3,1,5,1
4,353.81,4,0,55,0,25,1,1,2.84,1415.24,0.802690709702948,2,2,1,4,0
1,406.1,1,1,67,1,70,3,1,48.21,406.1,11.8714602314701,2,3,7,4,0
3,314.01,2,0,60,0,27,0,0,14.03,628.02,4.46801057291169,1,2,6,5,1
4,199.43,1,0,41,0,87,2,1,46.3,199.43,23.2161660733089,1,2,7,0,0
3,238.43,2,1,48,1,55,1,2,45.81,476.86,19.2131862601183,1,2,10,0,0
0,219.66,3,0,46,0,93,2,1,25.77,658.98,11.7317672767004,1,2,9,6,1
3,247.57,2,1,38,0,93,0,0,39.13,495.14,15.8056307307024,1,1,10,6,1
1,262.35,4,1,65,0,76,2,0,46.65,1049.4,17.7815894797027,1,3,5,4,0
0,463.65,2,1,61,0,93,0,1,19.59,927.3,4.22516984794565,2,3,8,3,0
4,453.15,2,0,44,0,42,2,0,13.87,906.3,3.06079664570231,2,2,12,1,0
1,16.98,2,0,48,0,44,0,1,42.56,33.96,250.647820965842,0,2,9,3,0
0,196.73,4,0,64,1,82,2,2,40.31,786.92,20.4900116911503,1,3,12,3,0
4,318.09,5,1,68,0,24,2,1,35.87,1590.45,11.2766826998648,1,3,2,2,0
4,37.23,3,0,23,0,57,3,0,25.55,111.69,68.6274509803922,0,0,11,4,0
1,353,3,1,53,1,99,0,0,33.86,1059,9.59206798866856,2,2,12,2,0
0,337.73,3,1,27,0,14,2,2,18.19,1013.19,5.38595919817606,2,1,1,1,0
2,361.16,2,0,24,1,28,1,1,28.5,722.32,7.89123933990475,2,0,7,6,1
4,20.68,4,0,31,0,29,0,1,5.29,82.72,25.5802707930368,0,1,2,2,0
4,394.76,4,1,53,1,27,1,2,19.59,1579.04,4.96250886614652,2,2,9,3,0
2,350.64,5,1,54,0,18,3,0,13.76,1753.2,3.92425279488935,2,2,5,4,0
0,294.5,2,1,20,0,3,2,2,18.44,589,6.26146010186757,1,0,1,4,0
2,117.92,2,0,56,0,82,1,1,16.48,235.84,13.9755766621438,0,2,3,2,0
3,191.62,3,0,50,0,94,0,1,20.41,574.86,10.651289009498,1,2,2,1,0
1,427.69,2,1,53,0,98,2,2,48.04,855.38,11.2324347073815,2,2,1,4,0
3,304.19,2,0,69,1,76,1,2,17.83,608.38,5.86146816134653,1,3,2,2,0
3,105.22,2,0,46,0,20,2,0,25.62,210.44,24.3489830830641,0,2,3,0,0
4,326.91,3,1,36,1,29,1,2,29.14,980.73,8.9137683154385,1,1,2,3,0
4,310.36,3,1,60,1,7,0,0,38.16,931.08,12.2953988916097,1,2,8,2,0
0,444.01,1,1,65,0,82,3,0,30.48,444.01,6.86471025427355,2,3,7,4,0
2,68.9,1,0,36,1,79,3,2,43.98,68.9,63.8316400580551,0,1,1,5,1
3,328.86,4,1,57,0,8,2,2,22.83,1315.44,6.94216383871556,1,2,5,4,0
0,98.3,1,0,61,0,9,0,1,38.96,98.3,39.6337741607325,0,3,9,1,0
1,323.75,1,1,46,1,33,3,2,41.43,323.75,12.7969111969112,1,2,2,5,1
2,454.03,5,1,65,0,60,2,0,37.58,2270.15,8.27698610223994,2,3,12,4,0
1,357.2,5,1,36,1,82,3,1,40.98,1786,11.4725643896977,2,1,6,5,1
1,437.88,2,1,27,0,4,2,1,36.86,875.76,8.41783136932493,2,1,7,0,0
2,316.65,4,1,39,0,23,1,2,22.65,1266.6,7.15300805305542,1,1,2,5,1
3,377.71,5,1,20,1,51,0,0,19.06,1888.55,5.04619946519817,2,0,10,0,0
1,75.04,1,0,31,0,74,3,0,15.18,75.04,20.22921108742,0,1,11,3,0
3,168.91,2,1,57,1,89,2,2,42.55,337.82,25.1909300811083,0,2,2,4,0
2,339.59,4,1,20,0,94,0,0,23.01,1358.36,6.77581789805354,2,0,5,0,0
1,150.48,2,0,38,0,94,3,0,18.58,300.96,12.3471557682084,0,1,5,4,0
0,453.8,4,1,57,0,10,3,0,36.53,1815.2,8.04980167474658,2,2,3,1,0
2,396.16,4,1,19,1,0,0,1,40.98,1584.64,10.3443053311793,2,0,5,5,1
3,29.75,5,0,32,1,83,2,0,7.34,148.75,24.672268907563,0,1,12,6,1
3,239.29,4,1,35,1,86,3,0,25.74,957.16,10.7568222658699,1,1,9,5,1
2,185.82,5,0,53,0,32,2,0,24.92,929.1,13.4108276827037,1,2,6,0,0
0,235.91,4,0,41,0,50,3,0,4.34,943.64,1.83968462549277,1,2,5,6,1
4,229.3,5,1,36,1,21,2,2,33.04,1146.5,14.4090710859137,1,1,8,3,0
3,64.23,5,0,34,0,39,2,0,26.28,321.15,40.91546006539,0,1,10,1,0
4,198.84,3,0,31,1,17,0,1,12.06,596.52,6.06517803258902,1,1,10,4,0
0,322.04,4,1,52,1,84,2,0,27.26,1288.16,8.46478698298348,1,2,9,5,1
3,443.01,2,1,64,1,98,2,1,47.16,886.02,10.6453578925984,2,3,4,5,1
3,290.61,3,0,36,0,61,1,0,10.16,871.83,3.4960944220777,1,1,10,3,0
4,220.22,3,1,19,0,47,0,2,24.78,660.66,11.2523839796567,1,0,6,4,0
2,83.78,4,0,45,1,44,0,0,20.65,335.12,24.6478873239437,0,2,9,0,0
4,58.72,5,0,20,1,56,3,0,26.43,293.6,45.0102179836512,0,0,10,1,0
2,402.03,4,0,41,0,23,3,0,3.5,1608.12,0.870581797378305,2,2,6,6,1
3,372.25,1,0,46,1,85,1,0,17.99,372.25,4.83277367360645,2,2,2,0,0
3,336.99,5,1,47,1,9,0,0,4.58,1684.95,1.35909077420695,2,2,10,5,1
2,160.9,4,0,55,0,50,1,0,40.55,643.6,25.2019888129273,0,2,5,4,0
2,300.93,3,1,36,0,0,0,0,32.16,902.79,10.6868707008274,1,1,10,0,0
4,158.57,2,1,42,0,83,2,0,40.83,317.14,25.7488806205461,0,2,5,0,0
1,28.8,4,0,20,0,93,2,2,44.79,115.2,155.520833333333,0,0,11,3,0
4,430.34,4,1,28,0,39,0,0,15.63,1721.36,3.63201189756936,2,1,4,2,0
1,454.44,2,1,41,1,88,1,2,14.96,908.88,3.29196373558666,2,2,9,6,1
4,486.85,2,1,26,0,31,3,1,6.7,973.7,1.37619389955839,2,1,4,4,0
3,147.5,2,0,65,1,61,0,1,1.83,295,1.2406779661017,0,3,8,0,0
4,309.96,4,0,55,1,73,3,0,12.12,1239.84,3.91018195896245,1,2,4,3,0
3,428.19,1,0,48,1,61,2,1,9.6,428.19,2.24199537588454,2,2,9,6,1
2,76.9,3,0,18,1,5,0,2,31.84,230.7,41.4044213263979,0,0,8,2,0
1,346.68,3,0,69,0,92,3,1,24.49,1040.04,7.06415137879312,2,3,12,6,1
0,332.06,2,1,47,1,81,1,1,43.93,664.12,13.2295368306933,1,2,8,5,1
2,307.88,3,0,28,1,38,3,0,28.97,923.64,9.40951019877875,1,1,9,2,0
3,438.48,1,1,43,0,43,3,2,48.25,438.48,11.0039226418537,2,2,7,0,0
2,11.7,5,0,55,1,93,0,2,26.1,58.5,223.076923076923,0,2,3,3,0
3,34.6,4,0,58,0,21,3,1,19.68,138.4,56.878612716763,0,2,3,3,0
2,246.12,4,0,52,1,27,0,1,14.1,984.48,5.72891272549976,1,2,6,3,0
2,321.29,5,1,64,0,99,3,1,48.96,1606.45,15.2385695166361,1,3,8,0,0
2,292.85,4,1,69,1,21,2,0,41.5,1171.4,14.1710773433498,1,3,10,4,0
4,44.66,5,0,28,1,23,0,0,19.43,223.3,43.5064935064935,0,1,8,4,0
1,281.12,3,1,54,1,70,0,1,30.03,843.36,10.6822709163347,1,2,10,1,0
1,406.07,5,1,23,1,39,0,1,31.11,2030.35,7.66124067279041,2,0,7,4,0
4,310.29,4,0,68,0,86,3,0,3.85,1241.16,1.24077475909633,1,3,7,5,1
1,263.48,4,0,38,1,96,0,0,25.39,1053.92,9.63640504023076,1,1,11,4,0
3,143.03,1,0,24,1,76,0,2,12.09,143.03,8.4527721457037,0,0,5,0,0
3,186.49,3,0,39,1,67,1,2,28.96,559.47,15.5289827872808,1,1,10,0,0
4,366.16,3,0,61,0,30,1,0,22.19,1098.48,6.06019226567621,2,3,11,6,1
1,119.94,1,0,35,1,35,0,1,37.03,119.94,30.8737702184426,0,1,3,1,0
1,17.41,4,0,61,0,7,0,2,6.13,69.64,35.2096496266514,0,3,7,5,1
4,462.05,4,1,61,1,19,3,2,31.42,1848.2,6.80012985607618,2,3,10,5,1
0,445.23,3,0,36,1,6,1,0,13.43,1335.69,3.01641848033601,2,1,12,4,0
3,365.01,2,1,66,1,62,0,1,23.02,730.02,6.30667652941015,2,3,4,0,0
1,388.34,2,1,48,1,53,3,2,16.03,776.68,4.12782613174023,2,2,2,5,1
0,377.38,5,1,59,1,63,3,2,19.88,1886.9,5.26789972971541,2,2,11,2,0
3,436.91,2,1,25,0,72,2,1,43.12,873.82,9.86930946876931,2,0,4,2,0
4,246.46,2,1,41,0,79,1,2,45.18,492.92,18.3315751034651,1,2,10,4,0
1,253.17,4,1,27,0,82,0,2,47.68,1012.68,18.8331950863057,1,1,11,6,1
1,432.9,3,1,49,1,59,0,2,3.25,1298.7,0.750750750750751,2,2,6,4,0
0,453.33,2,1,21,0,92,3,2,43.48,906.66,9.59124699446319,2,0,3,6,1
3,211.81,4,0,65,1,90,1,0,16.49,847.24,7.78527925971389,1,3,12,2,0
0,253.2,4,1,32,1,4,1,2,33.16,1012.8,13.0963665086888,1,1,2,3,0
3,176.36,3,1,18,1,5,1,1,38.96,529.08,22.0911771376729,1,0,6,6,1
1,205.54,1,0,51,0,53,2,1,39.84,205.54,19.3830884499368,1,2,1,1,0
4,265.7,4,0,54,0,18,2,0,5.06,1062.8,1.90440346255175,1,2,10,6,1
1,70.62,4,1,45,0,14,0,2,40.35,282.48,57.1367884451997,0,2,8,3,0
1,295.12,5,1,33,0,28,2,1,36.27,1475.6,12.2899159663866,1,1,12,1,0
4,155.02,2,0,61,0,16,1,0,47.45,310.04,30.6089536833957,0,3,12,1,0
4,379.48,2,0,54,0,51,1,0,14.71,758.96,3.87635712026984,2,2,7,4,0
2,48.91,2,0,39,0,4,2,1,13.23,97.82,27.0496830913924,0,1,12,2,0
4,155.6,3,0,29,0,59,0,0,14.39,466.8,9.24807197943445,0,1,7,1,0
4,165.4,5,1,44,0,23,0,1,34.95,827,21.130592503023,0,2,9,6,1
1,330.35,1,0,67,1,1,2,2,18.32,330.35,5.54563341910095,1,3,2,3,0
1,404.72,5,1,38,0,49,3,0,5,2023.6,1.23542202016209,2,1,8,2,0
2,129.24,4,0,51,1,94,1,1,14.41,516.96,11.1497988238935,0,2,7,6,1
4,428.17,3,1,22,1,95,1,0,27.27,1284.51,6.36896559777658,2,0,7,5,1
4,40.94,3,0,26,0,33,1,1,25.54,122.82,62.3839765510503,0,1,6,6,1
1,157.29,1,0,44,1,65,3,0,37.58,157.29,23.8921736919067,0,2,1,5,1
4,75.15,5,0,44,0,96,1,0,17.74,375.75,23.606121091151,0,2,9,4,0
4,32.58,4,1,23,1,51,3,0,45.1,130.32,138.428483732351,0,0,10,0,0
4,280.94,3,1,62,0,75,0,0,43.06,842.82,15.3271161102015,1,3,11,1,0
3,145.56,4,0,18,1,1,1,1,27.63,582.24,18.9818631492168,0,0,3,0,0
0,236.83,2,0,37,0,11,1,2,31.25,473.66,13.1951188616307,1,1,5,3,0
0,485.7,2,1,20,0,15,3,0,12.69,971.4,2.61272390364423,2,0,10,2,0
2,35,4,0,53,1,20,2,0,33.03,140,94.3714285714286,0,2,6,6,1
2,345.32,2,1,41,0,70,3,0,32.1,690.64,9.29572570369512,2,2,3,5,1
1,220.08,2,0,54,1,89,2,1,35.78,440.16,16.2577244638313,1,2,10,0,0
2,77.17,2,0,44,1,54,3,0,42.14,154.34,54.6067124530258,0,2,5,5,1
1,187.85,5,0,44,0,63,0,1,4.22,939.25,2.24647324993346,1,2,6,2,0
1,430.94,3,1,46,1,29,0,2,33.38,1292.82,7.74585789204994,2,2,5,2,0
2,100.88,3,0,68,0,23,0,2,22.92,302.64,22.7200634417129,0,3,7,1,0
0,357.79,4,0,46,0,26,1,0,8.08,1431.16,2.25830794600185,2,2,8,0,0
2,6.36,4,1,60,0,17,3,2,39.07,25.44,614.308176100629,0,2,8,3,0
3,18.56,3,0,53,1,46,0,1,17.94,55.68,96.6594827586207,0,2,5,2,0
1,133.81,1,0,56,1,22,3,2,10.32,133.81,7.712428069651,0,2,11,5,1
2,120.22,5,0,28,1,93,0,1,22.64,601.1,18.8321410746964,0,1,1,4,0
1,166.01,1,1,25,0,63,1,2,48.87,166.01,29.4379856635143,0,0,7,6,1
4,50.79,5,0,55,0,83,0,2,4.45,253.95,8.76156723764521,0,2,12,1,0
3,489.21,1,1,62,0,5,3,1,31.19,489.21,6.37558512704156,2,3,11,2,0
4,339.69,2,1,33,1,91,2,2,44.14,679.38,12.9942005946598,2,1,3,4,0
2,483.14,4,1,51,1,10,1,2,26.17,1932.56,5.41664941838805,2,2,11,5,1
4,369.19,3,1,56,1,37,0,1,49.5,1107.57,13.4077304369024,2,2,7,0,0
2,261.04,4,1,41,0,12,1,2,11.48,1044.16,4.39779344161814,1,2,6,6,1
3,316.67,4,0,47,1,71,2,0,7.73,1266.68,2.44102693655856,1,2,4,4,0
4,487.87,5,1,33,0,22,3,0,6.04,2439.35,1.23803472236456,2,1,11,1,0
0,382.49,5,1,32,1,12,3,0,11.49,1912.45,3.0040001045779,2,1,10,3,0
3,80.79,5,0,52,0,35,1,1,28.85,403.95,35.7098650823122,0,2,3,5,1
2,458.45,5,1,33,0,38,2,2,31.26,2292.25,6.81862798560367,2,1,8,3,0
0,393.45,5,1,39,1,93,1,1,39.46,1967.25,10.0292286186301,2,1,3,2,0
3,287.51,1,1,43,1,79,0,1,49.43,287.51,17.1924454801572,1,2,9,4,0
2,206.28,3,0,57,0,88,1,0,7.1,618.84,3.44192359899166,1,2,9,6,1
1,417.13,5,1,35,1,36,3,1,7.75,2085.65,1.85793397741711,2,1,3,5,1
3,288.51,2,1,67,0,18,2,0,25.31,577.02,8.77265952653288,1,3,1,0,0
1,392.86,5,1,20,1,30,2,1,45.47,1964.3,11.5740976429262,2,0,1,6,1
2,376.97,1,1,33,1,99,1,0,29.27,376.97,7.76454359763376,2,1,2,2,0
1,223.71,1,0,62,1,25,3,1,25.1,223.71,11.219882884091,1,3,3,6,1
4,147.83,2,1,61,0,39,1,1,43.9,295.66,29.6962727457214,0,3,9,1,0
2,194.41,4,0,64,1,24,2,2,29.12,777.64,14.9786533614526,1,3,10,1,0
0,290.6,4,0,35,1,5,2,0,7.37,1162.4,2.53613214039917,1,1,4,2,0
4,192.96,3,0,23,0,49,3,0,14.46,578.88,7.49378109452736,1,0,9,0,0
1,84.35,3,0,59,0,21,1,1,27.39,253.05,32.4718435091879,0,2,8,1,0
1,207.1,2,0,19,1,2,3,1,32.31,414.2,15.6011588604539,1,0,1,0,0
2,476.4,1,0,39,1,47,3,1,17.86,476.4,3.74895046179681,2,1,12,1,0
3,339.35,1,1,56,0,55,1,1,28.5,339.35,8.39840872255783,2,2,9,5,1
0,141.12,1,0,30,0,74,0,2,43.14,141.12,30.5697278911565,0,1,10,3,0
1,329.73,2,1,61,1,71,2,1,9.55,659.46,2.89630910138598,1,3,8,0,0
3,430.23,4,1,44,0,7,2,1,7.15,1720.92,1.66190177347,2,2,5,4,0
1,53.28,5,0,36,1,88,1,0,27.64,266.4,51.8768768768769,0,1,1,6,1
3,73.19,3,0,19,0,42,2,0,12.41,219.57,16.9558682880175,0,0,5,0,0
2,195.17,1,0,57,1,70,3,0,3.91,195.17,2.00338166726444,1,2,11,0,0
2,388.65,1,0,63,1,9,1,2,4.45,388.65,1.14498906471118,2,3,12,2,0
3,204.1,5,0,66,0,2,0,0,17.7,1020.5,8.67221950024498,1,3,12,3,0
0,482.64,3,1,18,0,39,3,1,17.64,1447.92,3.65489806066634,2,0,11,4,0
0,366.74,5,1,35,0,9,3,2,19.37,1833.7,5.28167093853957,2,1,6,0,0
1,147.66,3,0,63,1,37,2,2,38.62,442.98,26.154679669511,0,3,9,3,0
2,304.48,5,1,46,1,47,3,2,38.98,1522.4,12.8021544929059,1,2,10,3,0
4,7.2,3,0,61,1,63,0,1,7.77,21.6,107.916666666667,0,3,12,5,1
0,58.69,5,0,42,1,84,0,0,35.7,293.45,60.8280797410121,0,2,1,0,0
2,131.28,3,0,56,1,0,3,2,20.26,393.84,15.4326630103595,0,2,2,2,0
3,202.37,3,0,46,0,62,3,2,3.96,607.11,1.95681178040223,1,2,5,5,1
2,375.29,1,1,65,1,62,3,1,44.52,375.29,11.8628260811639,2,3,9,0,0
1,341.64,5,1,67,0,53,3,0,17.55,1708.2,5.13698630136986,2,3,6,5,1
1,261.37,4,1,34,1,84,0,2,23.33,1045.48,8.92604353980947,1,1,5,1,0
3,424.92,3,1,25,0,31,0,1,18.5,1274.76,4.35376070789796,2,0,8,1,0
2,313.63,1,0,24,0,98,2,0,14.91,313.63,4.75400950164206,1,0,3,5,1
1,241.08,5,0,38,0,42,1,0,6.76,1205.4,2.80404844864775,1,1,7,5,1
0,119.66,5,0,27,1,61,3,2,19.02,598.3,15.8950359351496,0,1,5,1,0
4,427.95,3,1,32,0,17,2,1,9.16,1283.85,2.14043696693539,2,1,8,2,0
1,205.16,1,0,53,1,31,2,1,36.69,205.16,17.8836030415286,1,2,4,4,0
0,473.88,5,1,64,0,21,1,2,7.98,2369.4,1.6839706254748,2,3,5,2,0
1,320.18,1,1,53,0,73,2,0,40.96,320.18,12.7928040477232,1,2,6,2,0
0,496.84,3,1,38,0,13,1,1,30.27,1490.52,6.0925046292569,2,1,8,6,1
0,116.64,4,0,28,0,10,0,0,10.8,466.56,9.25925925925926,0,1,12,1,0
3,217.71,1,0,63,0,69,1,2,1.43,217.71,0.656837076845345,1,3,8,6,1
2,86.08,3,0,26,0,64,3,2,11.54,258.24,13.4061338289963,0,1,10,6,1
0,129.83,4,0,35,0,81,3,2,29.54,519.32,22.752830624663,0,1,9,3,0
4,238.17,2,0,60,0,17,2,2,35.53,476.34,14.9179157744468,1,2,7,1,0
4,257.88,4,1,21,1,16,2,0,29.02,1031.52,11.2532961067163,1,0,9,4,0
2,147.65,1,0,62,0,8,0,1,37.87,147.65,25.6484930579072,0,3,10,3,0
0,48.03,1,0,31,1,27,3,2,16.65,48.03,34.6658338538413,0,1,9,6,1
1,497.43,2,1,68,1,90,1,2,17.75,994.86,3.56834127414913,2,3,3,0,0
1,393.95,4,1,66,0,68,1,1,16.94,1575.8,4.30003807589796,2,3,1,2,0
3,13.95,5,0,68,1,41,1,1,37.74,69.75,270.537634408602,0,3,10,1,0
4,396.48,5,1,36,0,7,1,2,15.62,1982.4,3.93966908797417,2,1,3,3,0
1,290.74,2,0,21,0,14,2,1,4.64,581.48,1.59592763293664,1,0,7,2,0
4,200.21,1,0,70,0,87,3,0,20.77,200.21,10.3741071874532,1,3,6,3,0
3,473.54,3,1,42,0,1,3,2,11.05,1420.62,2.33348819529501,2,2,2,2,0
2,312.65,2,0,26,0,61,2,1,17.89,625.3,5.72205341436111,1,1,5,1,0
0,332.72,1,0,33,1,27,0,2,31.61,332.72,9.50048088482808,1,1,8,5,1
3,469.97,2,1,34,1,60,0,1,33.11,939.94,7.04513054024725,2,1,4,2,0
1,158.02,5,0,31,1,57,3,1,30.36,790.1,19.2127578787495,0,1,8,1,0
3,122.15,2,0,29,0,12,2,0,18.71,244.3,15.3172329103561,0,1,6,1,0
2,482.22,3,1,22,0,57,1,0,28.88,1446.66,5.98896769109535,2,0,3,2,0
4,31.31,2,0,56,1,93,2,2,4.06,62.62,12.9671031619291,0,2,10,4,0
2,404.06,3,1,44,1,42,0,1,15.77,1212.18,3.90288571004306,2,2,12,3,0
4,83.23,3,0,34,0,49,3,1,17.58,249.69,21.1221915174817,0,1,11,4,0
3,167.63,1,0,19,0,49,3,2,17.7,167.63,10.5589691582652,0,0,7,4,0
3,302.05,3,0,38,1,79,1,1,12.53,906.15,4.14831981460023,1,1,3,0,0
2,106.54,5,0,25,0,6,1,1,22.27,532.7,20.9029472498592,0,0,4,2,0
1,391.61,3,0,41,0,83,2,2,4.67,1174.83,1.19251295932177,2,2,2,1,0
2,201.88,2,0,33,1,82,1,0,45.17,403.76,22.3746780265504,1,1,7,3,0
2,337.71,3,0,33,0,8,0,0,5.31,1013.13,1.5723549791241,2,1,9,4,0
4,431.61,1,1,37,1,47,0,2,16.1,431.61,3.73021941104238,2,1,12,3,0
1,443.96,1,0,56,0,77,2,1,7.09,443.96,1.59699071988467,2,2,7,0,0
2,395.66,2,1,57,1,16,3,2,49,791.32,12.3843704190467,2,2,4,4,0
4,50.38,3,0,18,0,31,2,0,43.03,151.14,85.4108773322747,0,0,4,3,0
3,195.11,4,0,54,1,30,0,0,8.12,780.44,4.16175490748808,1,2,7,6,1
1,51.47,3,0,65,0,15,1,2,28.6,154.41,55.5663493297066,0,3,12,1,0
1,92.97,3,0,37,1,78,2,0,28.95,278.91,31.1390771216522,0,1,3,5,1
0,102.1,5,0,51,1,38,3,2,32.15,510.5,31.488736532811,0,2,7,6,1
0,434.47,5,1,20,0,18,1,1,10.6,2172.35,2.43975418325776,2,0,5,5,1
1,44.18,4,0,42,0,68,1,0,7.59,176.72,17.1797193300136,0,2,7,3,0
1,498.14,3,0,47,1,46,0,0,23.13,1494.42,4.64327297546874,2,2,3,6,1
1,90.75,3,0,21,1,19,3,0,38.39,272.25,42.3030303030303,0,0,9,0,0
2,163.79,1,0,47,0,10,2,0,7.25,163.79,4.42639965809879,0,2,7,6,1
1,328.67,1,0,48,1,45,2,1,4.43,328.67,1.34785651261143,1,2,4,5,1
4,97.04,3,0,41,0,43,1,1,7.01,291.12,7.22382522671063,0,2,5,2,0
2,325.09,2,0,64,0,9,3,1,21.63,650.18,6.65354209603495,1,3,5,4,0
0,439.37,4,1,24,0,20,0,0,41.61,1757.48,9.47037804128639,2,0,10,3,0
0,161.55,2,0,64,1,80,2,0,20.35,323.1,12.5967192819561,0,3,12,4,0
2,200.61,4,0,60,0,97,2,2,15.72,802.44,7.83609989531928,1,2,6,2,0
2,114.31,3,0,39,0,97,0,0,4.47,342.93,3.91041903595486,0,1,10,1,0
3,39.86,4,0,51,1,40,1,1,38.55,159.44,96.7134972403412,0,2,12,1,0
1,138.54,4,1,24,1,74,1,0,12.14,554.16,8.76281218420673,0,0,9,0,0
2,315.58,2,0,21,1,52,2,1,12.15,631.16,3.85005386906648,1,0,1,5,1
3,421.6,5,1,52,0,74,2,1,16.92,2108,4.01328273244782,2,2,9,4,0
2,480.7,3,1,33,1,32,0,0,48.51,1442.1,10.091533180778,2,1,8,3,0
4,8.73,4,0,68,1,27,1,1,22.07,34.92,252.806414662085,0,3,11,0,0
3,83.51,4,0,43,0,39,3,1,48.33,334.04,57.8733085857981,0,2,9,4,0
4,63.84,5,0,58,0,33,3,1,26.26,319.2,41.1340852130326,0,2,2,4,0
3,103.21,4,0,41,0,11,1,0,11.13,412.84,10.7838387753125,0,2,8,5,1
0,297.23,2,1,29,0,36,3,1,34.15,594.46,11.4894189684756,1,1,4,4,0
3,434.11,5,1,19,0,52,1,1,31.17,2170.55,7.18020778143788,2,0,11,3,0
3,85.87,3,1,28,1,69,0,1,36.96,257.61,43.0418073832538,0,1,3,4,0
4,190.61,3,0,37,1,60,0,2,37.53,571.83,19.6894181837259,1,1,1,4,0
4,439.65,1,1,51,0,31,1,2,34.33,439.65,7.80848402138064,2,2,11,2,0
2,374.13,2,1,39,1,52,3,0,43.49,748.26,11.6243017133082,2,1,2,4,0
2,121.34,4,0,47,0,74,1,0,0.43,485.36,0.354376133179496,0,2,7,0,0
0,328.62,4,1,36,1,32,2,2,41.27,1314.48,12.5585782971213,1,1,3,2,0
1,114.68,2,0,49,1,55,3,1,16.91,229.36,14.7453784443669,0,2,3,4,0
3,337.06,1,0,70,1,13,1,2,3.92,337.06,1.16299768587195,2,3,7,3,0
1,487.08,5,1,35,0,92,2,1,37.36,2435.4,7.67019791410035,2,1,7,2,0
2,148.79,1,0,51,0,68,2,1,48.39,148.79,32.5223469319175,0,2,5,3,0
3,364.06,3,1,39,1,5,1,0,23.55,1092.18,6.46871394825029,2,1,2,4,0
0,15.75,5,0,28,0,34,2,1,18.7,78.75,118.730158730159,0,1,11,1,0
2,491.06,2,1,18,0,30,2,1,28.28,982.12,5.75897039058364,2,0,9,3,0
4,262.56,5,1,21,0,30,2,2,48.97,1312.8,18.6509750152346,1,0,4,1,0
1,336.83,3,1,27,1,36,0,1,46.79,1010.49,13.8912804678918,2,1,1,0,0
0,228.33,4,1,49,0,71,3,1,25.68,913.32,11.2468795164893,1,2,7,1,0
0,205.48,1,0,67,1,53,0,2,27.59,205.48,13.4270975277399,1,3,6,4,0
1,34.33,3,0,53,0,94,0,1,45.1,102.99,131.371977861928,0,2,1,4,0
0,250.22,4,0,34,1,59,3,1,11.7,1000.88,4.67588522100552,1,1,6,2,0
